Title: L'_CO_/L_FIR_ Relations with CO Rotational Ladders of Galaxies 
       Across the Herschel SPIRE Archive 
Authors: Kamenetzky J., Rangwala N., Glenn J., Maloney P.R., Conley A. 
Table: Line Fluxes and Uncertainty Ranges from SPIRE FTS
================================================================================
Byte-by-byte Description of file: apjaa22eat2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units     Label  Explanations
--------------------------------------------------------------------------------
   1- 16 A16    ---       ID     Galaxy identifier
  18- 24 A7     ---       Line   Line identifier
  26- 26 A1     ---     f_Line   [X] Line is resolved? 
  28- 35 E8.2   Jy.km/s   Flux   Median line flux in Line
  37- 44 E8.2   Jy.km/s b_Flux   Lower 1{sigma} boundary for Flux
  46- 53 E8.2   Jy.km/s B_Flux   Upper 1{sigma} boundary for Flux
  55- 62 E8.2   Jy.km/s   UpLim  ? The 3{sigma} upper limit on the Line flux (1)
--------------------------------------------------------------------------------
Note (1): If blank the line is considered at least a 3{sigma} detection.
--------------------------------------------------------------------------------
NGC4736          CO13-12   1.29e+02 4.66e+01 2.47e+02 4.05e+02 
NGC4736          NII       3.10e+03 2.93e+03 3.23e+03          
Mrk 231          CI1-0     3.81e+02 1.65e+02 5.79e+02 8.45e+02 
Mrk 231          CI2-1     5.06e+02 4.48e+02 5.51e+02          
Mrk 231          CO5-4     7.50e+02 6.20e+02 8.78e+02          
Mrk 231          CO6-5     9.41e+02 8.58e+02 1.01e+03          
Mrk 231          CO7-6     9.43e+02 8.79e+02 9.98e+02          
Mrk 231          CO8-7     8.24e+02 7.69e+02 8.83e+02          
Mrk 231          CO9-8     5.20e+02 4.38e+02 5.88e+02          
Mrk 231          CO10-9    7.04e+02 6.30e+02 7.72e+02          
Mrk 231          CO11-10   5.71e+02 5.21e+02 6.20e+02          
Mrk 231          CO12-11   4.09e+02 3.71e+02 4.47e+02          
Mrk 231          CO13-12   3.00e+02 2.64e+02 3.45e+02          
Mrk 231          NII     X 6.10e+02 5.31e+02 6.89e+02          
NGC4826          CI1-0     1.87e+03 1.66e+03 2.06e+03          
NGC4826          CI2-1     1.66e+03 1.59e+03 1.73e+03          
NGC4826          CO4-3     3.14e+03 2.92e+03 3.38e+03          
NGC4826          CO5-4     2.97e+03 2.85e+03 3.08e+03          
NGC4826          CO6-5     2.37e+03 2.28e+03 2.44e+03          
NGC4826          CO7-6     1.12e+03 1.05e+03 1.19e+03          
NGC4826          CO8-7     4.14e+02 2.94e+02 5.45e+02          
NGC4826          CO9-8     2.36e+02 6.91e+01 4.46e+02 6.60e+02 
NGC4826          CO10-9    1.55e+02 3.44e+01 3.02e+02 4.94e+02 
NGC4826          CO12-11   6.62e+01 7.64e-01 1.66e+02 3.70e+02 
NGC4826          NII       8.47e+03 8.16e+03 8.80e+03          
MCG-02-33-098    CI1-0     3.31e+01 4.83e+00 9.28e+01 1.71e+02 
MCG-02-33-098    CI2-1     7.96e+01 2.46e+01 1.30e+02 1.85e+02 
MCG-02-33-098    CO4-3     5.71e+01 1.66e+01 1.48e+02 2.05e+02 
MCG-02-33-098    CO5-4     1.63e+02 9.35e+01 2.50e+02          
MCG-02-33-098    CO6-5     2.82e+02 2.04e+02 3.50e+02          
MCG-02-33-098    CO7-6     2.09e+02 1.48e+02 2.56e+02          
MCG-02-33-098    CO8-7     7.35e+01 1.85e+01 1.53e+02 2.69e+02 
MCG-02-33-098    CO9-8     1.93e+02 6.91e+01 3.14e+02 4.69e+02 
MCG-02-33-098    CO10-9    6.85e+01 1.50e+01 1.62e+02 2.78e+02 
MCG-02-33-098    CO13-12   9.19e+01 3.20e+01 1.60e+02 2.94e+02 
MCG-02-33-098    NII       5.92e+02 5.19e+02 6.66e+02          
ESO507-G070      CI1-0     2.08e+02 5.52e+01 4.43e+02 6.72e+02 
ESO507-G070      CI2-1     5.07e+02 4.51e+02 5.73e+02          
ESO507-G070      CO5-4     6.52e+02 5.46e+02 8.01e+02          
ESO507-G070      CO6-5     7.22e+02 6.55e+02 7.85e+02          
ESO507-G070      CO7-6     7.29e+02 6.71e+02 7.90e+02          
ESO507-G070      CO8-7     6.96e+02 6.19e+02 7.65e+02          
ESO507-G070      CO9-8     4.68e+02 3.87e+02 5.38e+02          
ESO507-G070      CO10-9    3.62e+02 2.92e+02 4.32e+02          
ESO507-G070      CO11-10   2.26e+02 1.63e+02 3.02e+02          
ESO507-G070      CO12-11   2.00e+02 1.53e+02 2.49e+02          
ESO507-G070      CO13-12   1.40e+02 9.17e+01 1.91e+02          
ESO507-G070      NII     X 8.51e+02 7.68e+02 9.34e+02          
NGC5010          CI1-0     2.85e+02 8.54e+01 5.71e+02 8.89e+02 
NGC5010          CI2-1     6.91e+02 5.86e+02 7.67e+02          
NGC5010          CO4-3     1.59e+03 9.94e+02 2.14e+03          
NGC5010          CO5-4     9.10e+02 6.13e+02 1.21e+03          
NGC5010          CO6-5     5.75e+02 4.36e+02 7.00e+02          
NGC5010          CO7-6     3.40e+02 2.37e+02 4.42e+02          
NGC5010          CO8-7     1.78e+02 8.06e+01 3.01e+02 4.95e+02 
NGC5010          CO10-9    1.55e+02 5.20e+01 2.85e+02 4.77e+02 
NGC5010          CO11-10   1.71e+02 6.51e+01 2.79e+02 4.54e+02 
NGC5010          CO12-11   9.90e+01 2.33e+01 1.90e+02 3.44e+02 
NGC5010          NII     X 4.59e+03 4.42e+03 4.75e+03          
IRAS13120-5453   CI1-0     1.45e+03 1.16e+03 1.76e+03          
IRAS13120-5453   CI2-1     1.69e+03 1.59e+03 1.78e+03          
IRAS13120-5453   CO5-4     2.41e+03 2.18e+03 2.62e+03          
IRAS13120-5453   CO6-5     2.32e+03 2.19e+03 2.43e+03          
IRAS13120-5453   CO7-6     2.10e+03 2.00e+03 2.19e+03          
IRAS13120-5453   CO8-7     1.77e+03 1.64e+03 1.87e+03          
IRAS13120-5453   CO9-8     1.14e+03 1.03e+03 1.25e+03          
IRAS13120-5453   CO10-9    1.09e+03 9.73e+02 1.21e+03          
IRAS13120-5453   CO11-10   6.48e+02 5.59e+02 7.35e+02          
IRAS13120-5453   CO12-11   4.05e+02 3.32e+02 4.78e+02          
IRAS13120-5453   CO13-12   2.72e+02 2.05e+02 3.40e+02          
IRAS13120-5453   NII     X 2.18e+03 2.05e+03 2.31e+03          
NGC5055          CI1-0     9.75e+02 6.95e+02 1.19e+03          
NGC5055          CI2-1     8.28e+02 7.53e+02 9.04e+02          
NGC5055          CO4-3     1.01e+03 7.03e+02 1.25e+03          
NGC5055          CO5-4     6.02e+02 3.65e+02 8.51e+02          
NGC5055          CO6-5     1.55e+02 6.28e+01 2.58e+02 4.38e+02 
NGC5055          CO7-6     1.24e+02 4.82e+01 2.07e+02 3.11e+02 
NGC5055          CO8-7     1.99e+02 1.08e+02 3.04e+02 4.26e+02 
NGC5055          CO9-8     9.98e+01 7.81e+00 2.48e+02 4.93e+02 
NGC5055          CO11-10   2.29e+02 6.75e+01 4.18e+02 7.51e+02 
NGC5055          CO12-11   7.20e+01 5.98e+00 1.66e+02 2.87e+02 
NGC5055          NII       6.71e+03 6.42e+03 7.01e+03          
Arp193           CI1-0     1.13e+03 8.09e+02 1.42e+03          
Arp193           CI2-1     1.07e+03 1.03e+03 1.12e+03          
Arp193           CO5-4     1.80e+03 1.67e+03 1.94e+03          
Arp193           CO6-5     1.56e+03 1.49e+03 1.64e+03          
Arp193           CO7-6     9.93e+02 9.50e+02 1.03e+03          
Arp193           CO8-7     6.39e+02 5.98e+02 6.77e+02          
Arp193           CO9-8     4.81e+02 4.35e+02 5.28e+02          
Arp193           CO10-9    3.75e+02 3.42e+02 4.10e+02          
Arp193           CO11-10   2.48e+02 2.18e+02 2.81e+02          
Arp193           CO12-11   1.26e+02 1.02e+02 1.58e+02          
Arp193           CO13-12   8.88e+01 5.90e+01 1.14e+02          
Arp193           NII     X 1.44e+03 1.40e+03 1.48e+03          
NGC5104          CI1-0     9.37e+01 1.47e+01 2.47e+02 4.62e+02 
NGC5104          CI2-1     4.98e+02 4.38e+02 5.59e+02          
NGC5104          CO5-4     4.95e+02 3.39e+02 6.37e+02          
NGC5104          CO6-5     4.45e+02 3.73e+02 5.09e+02          
NGC5104          CO7-6     2.62e+02 1.98e+02 3.21e+02          
NGC5104          CO8-7     1.31e+02 3.70e+01 2.17e+02 3.45e+02 
NGC5104          CO9-8     1.50e+02 4.71e+01 2.59e+02 4.17e+02 
NGC5104          CO10-9    8.59e+01 2.18e+01 1.51e+02 2.58e+02 
NGC5104          CO11-10   1.41e+02 6.68e+01 2.21e+02 3.51e+02 
NGC5104          CO12-11   7.05e+01 1.97e+01 1.28e+02 2.37e+02 
NGC5104          NII     X 1.60e+03 1.50e+03 1.71e+03          
MCG-03-34-064    CI2-1     1.29e+02 6.63e+01 1.90e+02          
MCG-03-34-064    CO4-3     3.07e+01 5.70e+00 6.59e+01 1.49e+02 
MCG-03-34-064    CO5-4     6.73e+01 1.67e+01 1.32e+02 2.48e+02 
MCG-03-34-064    CO6-5     1.45e+02 9.27e+01 1.87e+02          
MCG-03-34-064    CO7-6     1.42e+02 7.03e+01 1.97e+02          
MCG-03-34-064    CO8-7     9.25e+01 2.61e+01 1.64e+02 2.74e+02 
MCG-03-34-064    CO10-9    3.29e+02 2.48e+02 4.13e+02          
MCG-03-34-064    CO11-10   1.57e+02 9.30e+01 2.25e+02          
MCG-03-34-064    CO12-11   1.56e+02 7.25e+01 2.23e+02          
MCG-03-34-064    CO13-12   1.63e+02 9.57e+01 2.32e+02          
MCG-03-34-064    NII     X 4.52e+02 3.63e+02 5.42e+02          
Cen A            CI1-0     4.04e+03 3.82e+03 4.25e+03          
Cen A            CI2-1     9.50e+03 9.34e+03 9.64e+03          
Cen A            CO4-3     4.23e+03 3.99e+03 4.52e+03          
Cen A            CO5-4     3.90e+03 3.71e+03 4.09e+03          
Cen A            CO6-5     2.61e+03 2.49e+03 2.72e+03          
Cen A            CO7-6     1.55e+03 1.41e+03 1.67e+03          
Cen A            CO8-7     1.28e+03 1.05e+03 1.52e+03          
Cen A            CO9-8     8.99e+02 3.67e+02 1.25e+03 1.74e+03 
Cen A            CO10-9    4.81e+02 2.78e+02 6.81e+02 9.70e+02 
Cen A            CO11-10   1.44e+02 8.33e+00 3.72e+02 7.35e+02 
Cen A            CO12-11   2.92e+02 1.01e+02 4.89e+02 7.60e+02 
Cen A            CO13-12   4.94e+02 1.72e+02 9.36e+02 1.67e+03 
Cen A            NII       1.06e+04 1.03e+04 1.09e+04          
NGC5135          CI1-0     1.78e+03 1.59e+03 1.97e+03          
NGC5135          CI2-1     1.91e+03 1.87e+03 1.94e+03          
NGC5135          CO4-3     2.07e+03 1.85e+03 2.30e+03          
NGC5135          CO5-4     1.81e+03 1.70e+03 1.91e+03          
NGC5135          CO6-5     1.52e+03 1.48e+03 1.57e+03          
NGC5135          CO7-6     9.28e+02 8.86e+02 9.70e+02          
NGC5135          CO8-7     6.01e+02 5.53e+02 6.52e+02          
NGC5135          CO9-8     4.44e+02 3.83e+02 5.00e+02          
NGC5135          CO10-9    3.11e+02 2.56e+02 3.60e+02          
NGC5135          CO11-10   1.69e+02 1.32e+02 2.11e+02          
NGC5135          CO12-11   1.72e+02 1.42e+02 2.03e+02          
NGC5135          NII       3.15e+03 3.11e+03 3.20e+03          
ESO 173-G015     CI1-0     1.55e+03 1.29e+03 1.82e+03          
ESO 173-G015     CI2-1     3.05e+03 2.96e+03 3.13e+03          
ESO 173-G015     CO4-3     3.98e+03 3.63e+03 4.42e+03          
ESO 173-G015     CO5-4     4.80e+03 4.64e+03 5.00e+03          
ESO 173-G015     CO6-5     4.78e+03 4.68e+03 4.88e+03          
ESO 173-G015     CO7-6     3.74e+03 3.65e+03 3.83e+03          
ESO 173-G015     CO8-7     3.15e+03 3.01e+03 3.30e+03          
ESO 173-G015     CO9-8     3.13e+03 2.93e+03 3.28e+03          
ESO 173-G015     CO10-9    2.64e+03 2.49e+03 2.79e+03          
ESO 173-G015     CO11-10   2.15e+03 2.01e+03 2.28e+03          
ESO 173-G015     CO12-11   1.43e+03 1.32e+03 1.54e+03          
ESO 173-G015     CO13-12   9.86e+02 8.45e+02 1.11e+03          
ESO 173-G015     NII       3.18e+03 3.04e+03 3.31e+03          
NGC5194          CI1-0     1.51e+03 1.23e+03 1.75e+03          
NGC5194          CI2-1     2.77e+03 2.68e+03 2.88e+03          
NGC5194          CO4-3     1.57e+03 1.30e+03 1.81e+03          
NGC5194          CO5-4     1.93e+03 1.65e+03 2.16e+03          
NGC5194          CO6-5     1.32e+03 1.18e+03 1.48e+03          
NGC5194          CO7-6     8.84e+02 7.77e+02 9.87e+02          
NGC5194          CO8-7     4.00e+02 2.18e+02 5.72e+02 7.31e+02 
NGC5194          CO9-8     6.61e+02 1.85e+02 1.14e+03 1.75e+03 
NGC5194          CO10-9    8.98e+02 6.32e+02 1.20e+03 1.81e+03 
NGC5194          CO11-10   5.86e+02 2.91e+02 8.82e+02 1.23e+03 
NGC5194          CO12-11   3.08e+02 7.81e+01 5.70e+02 1.02e+03 
NGC5194          CO13-12   5.63e+02 1.64e+02 1.01e+03 1.89e+03 
NGC5194          NII       2.58e+04 2.54e+04 2.62e+04          
IC4280           CI1-0     2.30e+02 6.94e+01 4.06e+02 7.33e+02 
IC4280           CI2-1     3.79e+02 3.01e+02 4.36e+02          
IC4280           CO4-3     7.88e+02 5.36e+02 1.01e+03          
IC4280           CO5-4     5.45e+02 3.91e+02 7.07e+02          
IC4280           CO6-5     3.50e+02 2.62e+02 4.24e+02          
IC4280           CO7-6     1.47e+02 7.30e+01 2.17e+02          
IC4280           CO8-7     1.86e+02 9.73e+01 2.73e+02 4.03e+02 
IC4280           CO10-9    1.93e+02 9.85e+01 3.03e+02 4.57e+02 
IC4280           CO13-12   4.80e+01 9.23e+00 1.12e+02 2.15e+02 
IC4280           NII       3.36e+03 3.25e+03 3.44e+03          
M83              CI1-0     3.54e+03 3.08e+03 3.89e+03          
M83              CI2-1     4.56e+03 4.39e+03 4.74e+03          
M83              CO4-3     8.49e+03 7.99e+03 9.00e+03          
M83              CO5-4     9.54e+03 9.12e+03 9.92e+03          
M83              CO6-5     7.26e+03 7.03e+03 7.48e+03          
M83              CO7-6     4.46e+03 4.30e+03 4.63e+03          
M83              CO8-7     3.02e+03 2.80e+03 3.24e+03          
M83              CO9-8     1.50e+03 6.70e+02 2.01e+03 2.67e+03 
M83              CO10-9    1.18e+03 8.44e+02 1.54e+03          
M83              CO11-10   8.48e+02 5.52e+02 1.15e+03          
M83              CO12-11   4.27e+02 6.98e+01 7.74e+02 1.34e+03 
M83              NII       1.90e+04 1.82e+04 1.96e+04          
Mrk 273          CI1-0     3.67e+02 1.09e+02 5.80e+02 1.06e+03 
Mrk 273          CI2-1     6.41e+02 5.81e+02 6.93e+02          
Mrk 273          CO5-4     1.24e+03 1.05e+03 1.43e+03          
Mrk 273          CO6-5     1.23e+03 1.14e+03 1.33e+03          
Mrk 273          CO7-6     1.07e+03 1.02e+03 1.11e+03          
Mrk 273          CO8-7     7.35e+02 6.78e+02 7.94e+02          
Mrk 273          CO9-8   X 9.40e+02 8.29e+02 1.05e+03          
Mrk 273          CO10-9  X 1.14e+03 1.06e+03 1.22e+03          
Mrk 273          CO11-10 X 5.57e+02 4.73e+02 6.41e+02          
Mrk 273          CO12-11 X 5.07e+02 4.24e+02 5.90e+02          
Mrk 273          CO13-12 X 5.72e+02 4.88e+02 6.56e+02          
Mrk 273          NII     X 1.02e+03 9.49e+02 1.10e+03          
4C 12.50         CI2-1     4.02e+01 8.97e+00 8.45e+01 1.72e+02 
4C 12.50         CO5-4     2.27e+02 9.19e+01 4.00e+02 6.13e+02 
4C 12.50         CO6-5     1.02e+02 2.69e+01 2.11e+02 3.51e+02 
4C 12.50         CO7-6     8.95e+01 3.94e+01 1.50e+02          
4C 12.50         CO8-7     4.68e+01 1.56e+01 9.59e+01 1.61e+02 
4C 12.50         CO10-9    7.88e+01 3.03e+01 1.31e+02 2.16e+02 
4C 12.50         CO11-10   5.04e+01 1.46e+01 9.54e+01 1.71e+02 
4C 12.50         CO12-11   4.01e+01 1.03e+01 8.15e+01 1.33e+02 
4C 12.50         CO13-12   2.73e+01 6.73e+00 6.85e+01 1.12e+02 
4C 12.50         NII       3.58e+01 7.72e+00 7.79e+01 1.30e+02 
UGC08739         CI1-0     3.56e+02 1.20e+02 5.17e+02 7.84e+02 
UGC08739         CI2-1     4.80e+02 4.27e+02 5.42e+02          
UGC08739         CO4-3     3.29e+02 8.39e+01 4.88e+02 7.09e+02 
UGC08739         CO5-4     6.20e+02 4.88e+02 7.53e+02          
UGC08739         CO6-5     2.17e+02 1.44e+02 2.86e+02          
UGC08739         CO7-6     1.82e+02 1.32e+02 2.47e+02          
UGC08739         CO8-7     2.82e+02 2.05e+02 3.64e+02          
UGC08739         CO9-8     2.26e+02 1.02e+02 3.41e+02 5.28e+02 
UGC08739         CO10-9    9.54e+01 2.62e+01 2.05e+02 3.46e+02 
UGC08739         CO11-10   1.38e+02 4.69e+01 2.48e+02 4.33e+02 
UGC08739         CO13-12   7.54e+01 1.29e+01 1.72e+02 2.86e+02 
UGC08739         NII       2.03e+03 1.95e+03 2.14e+03          
ESO221-IG010     CI1-0     2.13e+02 5.88e+01 3.51e+02 5.93e+02 
ESO221-IG010     CI2-1     3.31e+02 2.41e+02 4.09e+02          
ESO221-IG010     CO4-3     8.30e+01 1.05e+01 2.55e+02 4.82e+02 
ESO221-IG010     CO5-4     5.69e+02 4.60e+02 6.94e+02          
ESO221-IG010     CO6-5     4.07e+02 3.34e+02 4.88e+02          
ESO221-IG010     CO7-6     2.65e+02 1.78e+02 3.49e+02          
ESO221-IG010     CO8-7     9.79e+01 2.05e+01 2.08e+02 5.34e+02 
ESO221-IG010     CO9-8     3.19e+02 1.57e+02 4.86e+02 8.43e+02 
ESO221-IG010     CO10-9    1.82e+02 5.01e+01 3.21e+02 5.44e+02 
ESO221-IG010     CO13-12   2.21e+02 9.39e+01 3.60e+02 5.46e+02 
ESO221-IG010     NII       3.31e+03 3.16e+03 3.46e+03          
Mrk 463          CI1-0     1.44e+02 3.44e+01 2.86e+02 4.96e+02 
Mrk 463          CI2-1     1.12e+02 6.90e+01 1.47e+02          
Mrk 463          CO5-4     9.60e+01 2.22e+01 2.08e+02 3.70e+02 
Mrk 463          CO6-5     1.90e+02 1.42e+02 2.48e+02          
Mrk 463          CO7-6     1.09e+02 6.96e+01 1.45e+02          
Mrk 463          CO8-7     8.77e+01 4.07e+01 1.28e+02 1.97e+02 
Mrk 463          CO9-8     4.54e+01 1.05e+01 1.06e+02 1.93e+02 
Mrk 463          CO10-9    3.70e+01 7.36e+00 7.77e+01 1.18e+02 
Mrk 463          CO11-10   6.58e+01 2.59e+01 1.19e+02 1.68e+02 
Mrk 463          CO12-11   5.03e+01 1.82e+01 1.00e+02 1.64e+02 
Mrk 463          NII       1.05e+02 6.45e+01 1.56e+02          
M101_02          CI1-0     1.66e+02 4.36e+01 3.18e+02 5.16e+02 
M101_02          CI2-1     1.07e+02 3.09e+01 1.78e+02 2.79e+02 
M101_02          CO4-3     5.45e+02 2.84e+02 8.19e+02 1.13e+03 
M101_02          CO5-4     1.55e+02 3.21e+01 3.01e+02 5.80e+02 
M101_02          CO6-5     7.75e+01 2.76e+01 1.77e+02 2.74e+02 
M101_02          CO7-6     1.82e+02 8.78e+01 2.52e+02          
M101_02          CO8-7     6.54e+01 1.62e+01 1.32e+02 2.85e+02 
M101_02          CO9-8     2.22e+02 9.96e+01 3.46e+02 5.33e+02 
M101_02          CO10-9    9.73e+01 1.55e+01 1.99e+02 3.31e+02 
M101_02          CO11-10   1.27e+02 3.83e+01 2.66e+02 3.97e+02 
M101_02          CO12-11   8.41e+01 2.59e+01 1.64e+02 2.70e+02 
M101_02          NII       1.72e+03 1.62e+03 1.81e+03          
OQ 208           CI1-0     5.34e+02 3.20e+02 7.38e+02          
OQ 208           CI2-1     5.90e+01 2.77e+01 9.77e+01 1.64e+02 
OQ 208           CO5-4     2.60e+02 1.50e+02 4.16e+02 6.38e+02 
OQ 208           CO7-6     5.02e+01 2.03e+01 9.21e+01 1.38e+02 
OQ 208           CO8-7     4.70e+01 1.42e+01 9.08e+01 1.53e+02 
OQ 208           CO10-9    2.47e+02 6.86e+01 4.78e+02 7.66e+02 
OQ 208           CO12-11   4.82e+02 2.72e+02 6.77e+02          
OQ 208           CO13-12   1.22e+02 2.10e+01 2.17e+02 3.47e+02 
OQ 208           NII       4.15e+02 2.68e+02 5.74e+02          
NGC5653          CI1-0     3.16e+02 5.90e+01 6.01e+02 8.61e+02 
NGC5653          CI2-1     5.28e+02 4.05e+02 6.49e+02          
NGC5653          CO4-3     5.62e+02 1.90e+02 8.69e+02 1.22e+03 
NGC5653          CO5-4     1.24e+03 1.06e+03 1.42e+03          
NGC5653          CO6-5     4.93e+02 3.52e+02 6.26e+02          
NGC5653          CO7-6     1.55e+02 5.50e+01 2.72e+02 3.83e+02 
NGC5653          CO8-7     3.64e+02 2.22e+02 5.24e+02          
NGC5653          CO9-8     1.53e+02 3.47e+01 3.03e+02 5.59e+02 
NGC5653          CO10-9    7.94e+01 1.06e+01 1.95e+02 3.50e+02 
NGC5653          CO11-10   1.33e+02 1.78e+01 2.58e+02 4.76e+02 
NGC5653          CO12-11   5.65e+01 6.28e+00 1.40e+02 2.96e+02 
NGC5653          CO13-12   1.25e+02 2.85e+01 2.78e+02 5.08e+02 
NGC5653          NII       4.73e+03 4.54e+03 4.90e+03          
IRAS 14348-1447  CI2-1     3.56e+02 3.05e+02 4.06e+02          
IRAS 14348-1447  CO5-4     3.10e+02 1.37e+02 5.18e+02 7.77e+02 
IRAS 14348-1447  CO6-5     3.38e+02 2.41e+02 4.18e+02          
IRAS 14348-1447  CO7-6     3.09e+02 2.65e+02 3.62e+02          
IRAS 14348-1447  CO8-7     4.30e+02 3.74e+02 4.87e+02          
IRAS 14348-1447  CO9-8     1.30e+02 6.67e+01 1.94e+02 3.03e+02 
IRAS 14348-1447  CO10-9    2.61e+02 1.97e+02 3.25e+02          
IRAS 14348-1447  CO11-10   1.67e+02 1.16e+02 2.17e+02          
IRAS 14348-1447  CO12-11   5.59e+01 1.56e+01 9.98e+01 1.70e+02 
IRAS 14348-1447  CO13-12   1.52e+02 1.15e+02 1.87e+02          
IRAS 14348-1447  NII       2.44e+02 2.07e+02 2.79e+02          
NGC5713          CI1-0     6.72e+02 5.08e+02 8.31e+02          
NGC5713          CI2-1     6.64e+02 6.04e+02 7.19e+02          
NGC5713          CO4-3     1.34e+03 1.20e+03 1.54e+03          
NGC5713          CO5-4     1.26e+03 1.14e+03 1.38e+03          
NGC5713          CO6-5     9.43e+02 8.64e+02 1.03e+03          
NGC5713          CO7-6     5.87e+02 5.27e+02 6.46e+02          
NGC5713          CO8-7     2.75e+02 1.99e+02 3.45e+02          
NGC5713          CO9-8     1.82e+02 7.54e+01 3.10e+02 5.60e+02 
NGC5713          CO10-9    1.62e+02 4.95e+01 2.85e+02 4.62e+02 
NGC5713          CO11-10   3.08e+02 1.62e+02 4.43e+02 6.68e+02 
NGC5713          CO12-11   6.62e+01 9.94e+00 1.51e+02 2.71e+02 
NGC5713          CO13-12   2.70e+02 8.33e+01 4.51e+02 6.63e+02 
NGC5713          NII       4.69e+03 4.51e+03 4.88e+03          
IRAS 14378-3651  CI1-0     1.01e+03 7.39e+02 1.20e+03          
IRAS 14378-3651  CI2-1     1.68e+02 1.33e+02 2.27e+02          
IRAS 14378-3651  CO5-4     4.25e+02 2.42e+02 6.10e+02          
IRAS 14378-3651  CO6-5     2.73e+02 1.89e+02 3.71e+02          
IRAS 14378-3651  CO7-6     4.11e+02 3.64e+02 4.56e+02          
IRAS 14378-3651  CO8-7     2.34e+02 1.85e+02 2.87e+02          
IRAS 14378-3651  CO9-8     1.93e+02 9.74e+01 2.96e+02 4.64e+02 
IRAS 14378-3651  CO10-9    1.23e+02 6.78e+01 1.97e+02          
IRAS 14378-3651  CO11-10   1.40e+02 7.21e+01 2.01e+02          
IRAS 14378-3651  CO12-11   1.31e+02 8.11e+01 1.79e+02          
IRAS 14378-3651  CO13-12   1.10e+02 5.56e+01 1.54e+02          
Mrk 478          CI1-0     3.13e+02 1.00e+02 5.17e+02 6.74e+02 
Mrk 478          CI2-1     8.56e+01 4.37e+01 1.37e+02 1.96e+02 
Mrk 478          CO6-5     8.62e+01 2.32e+01 1.95e+02 2.88e+02 
Mrk 478          CO7-6     4.23e+01 7.71e+00 9.25e+01 1.48e+02 
Mrk 478          CO9-8     4.49e+01 9.38e+00 8.91e+01 1.35e+02 
Mrk 478          CO11-10   6.66e+01 3.25e+01 1.12e+02 1.63e+02 
Mrk 478          CO12-11   4.65e+01 1.25e+01 8.92e+01 1.58e+02 
Mrk 478          CO13-12   4.06e+01 8.44e+00 7.45e+01 1.13e+02 
Mrk 478          NII       3.17e+01 6.49e+00 7.78e+01 1.37e+02 
NGC5734a         CI1-0     2.77e+02 8.15e+01 4.84e+02 9.08e+02 
NGC5734a         CI2-1     4.89e+02 3.90e+02 5.86e+02          
NGC5734a         CO4-3     4.62e+02 2.60e+02 7.37e+02          
NGC5734a         CO5-4     4.27e+02 2.18e+02 7.02e+02 1.13e+03 
NGC5734a         CO6-5     2.15e+02 9.28e+01 3.33e+02 5.05e+02 
NGC5734a         CO7-6     1.14e+02 3.43e+01 2.19e+02 3.23e+02 
NGC5734a         CO8-7     2.68e+02 1.63e+02 3.89e+02 6.95e+02 
NGC5734a         CO9-8     1.31e+02 3.67e+01 2.44e+02 4.49e+02 
NGC5734a         CO10-9    1.33e+02 3.96e+01 2.56e+02 4.84e+02 
NGC5734a         CO11-10   1.75e+02 6.32e+01 3.12e+02 5.19e+02 
NGC5734a         CO12-11   1.60e+02 7.15e+01 2.72e+02 4.72e+02 
NGC5734a         CO13-12   9.62e+01 1.89e+01 2.18e+02 4.29e+02 
NGC5734a         NII       3.72e+03 3.59e+03 3.86e+03          
3C 305           CO9-8     1.02e+02 2.94e+01 1.97e+02 3.71e+02 
3C 305           CO10-9    1.42e+02 4.14e+01 2.56e+02 4.27e+02 
3C 305           CO11-10   1.26e+02 3.72e+01 2.29e+02 3.67e+02 
3C 305           CO12-11   1.39e+02 4.02e+01 2.18e+02 4.04e+02 
3C 305           NII       3.50e+02 2.46e+02 4.55e+02          
VV340a           CI1-0     1.12e+03 8.60e+02 1.34e+03          
VV340a           CI2-1     6.26e+02 5.78e+02 6.88e+02          
VV340a           CO5-4     4.89e+02 3.45e+02 6.80e+02          
VV340a           CO6-5     4.08e+02 3.30e+02 4.99e+02          
VV340a           CO7-6     1.85e+02 1.29e+02 2.27e+02          
VV340a           CO8-7     1.09e+02 4.14e+01 1.83e+02 2.90e+02 
VV340a           CO9-8     7.77e+01 1.86e+01 1.48e+02 3.00e+02 
VV340a           CO10-9    9.10e+01 3.67e+01 1.48e+02 2.77e+02 
VV340a           CO11-10   5.13e+01 8.20e+00 1.05e+02 1.65e+02 
VV340a           CO13-12   6.44e+01 1.98e+01 1.21e+02 2.12e+02 
VV340a           NII     X 3.79e+03 3.68e+03 3.89e+03          
IC4518ABa        CI1-0     1.44e+02 6.35e+01 2.45e+02 3.49e+02 
IC4518ABa        CI2-1     5.18e+02 4.62e+02 5.76e+02          
IC4518ABa        CO4-3     2.22e+02 7.47e+01 3.82e+02 5.96e+02 
IC4518ABa        CO5-4     3.82e+02 2.95e+02 4.72e+02          
IC4518ABa        CO6-5     3.10e+02 2.46e+02 3.82e+02          
IC4518ABa        CO7-6     1.66e+02 1.19e+02 2.16e+02          
IC4518ABa        CO8-7     1.94e+02 1.29e+02 2.73e+02          
